352,13760,8012,-14164,2356,1216,-2168,13008,3376,-760,13500,-1492
-1276,13300,8192,-16156,2868,268,-2936,16028,4132,-2180,16904,848
-1044,13480,8316,-16920,3580,760,-2876,16552,4008,-1844,17076,-432
-724,13560,8312,-16160,3744,28,-3832,16620,5984,-5416,18008,4564
-868,13368,8336,-15804,4800,5532,-1876,15880,9004,-2080,16296,2020
-496,13156,8532,-14408,3348,956,-4844,14952,12616,-7224,15808,12400
-588,13360,8560,-14072,4640,9248,-3076,12464,16736,-2256,14608,14872
-20,13360,8868,-12452,4216,10772,684,4308,13120,1856,5632,10428
-120,12664,8904,-8672,3768,11600,-1600,676,15844,-632,480,16180
-296,12940,9036,-9504,1280,13396,-3664,-4032,15764,-4068,-4480,13660
-56,12704,9732,-6304,-20,12752,-1588,-7248,12380,-476,-7244,10408
228,12260,9864,-4168,-72,14780,-440,-11176,8160,484,-10748,4044
-580,11776,10084,-1396,208,14920,64,-14508,4592,440,-13704,-416
664,12016,10116,412,128,15212,-4,-15976,152,2676,-12632,-2108
204,11768,9768,512,248,14424,1856,-15224,-200,-1468,-11588,-12428
516,11904,9544,1320,1128,15476,660,-16044,-220,-396,-12896,-12892
1224,12004,9504,204,1704,15992,-4,-16320,3248,-1692,-15680,-6004
1296,12684,9948,-1656,1652,15872,608,-15128,6972,560,-14196,-204
876,12544,10328,-2440,1244,14276,1940,-12184,7536,4256,-12868,1796
564,12232,9808,-5872,-100,15768,-2464,-10252,7160,-1200,-7740,3460
1404,12364,9184,-8392,-1224,12348,-1632,-4588,16168,-2572,-3616,15296
476,12112,9992,-11076,320,10352,-5812,848,16172,-4412,1368,15204
-256,11772,9600,-10940,-1140,7968,-2084,3292,16832,-2644,4148,15280
-156,12784,9548,-12824,-68,8600,-5228,5964,12568,-4284,8812,10184
-1104,12136,9624,-16396,-36,6484,-4900,12028,12240,-4972,14124,8788
-2084,13080,9292,-16296,888,3168,-5504,14224,10376,-5128,16504,8676
-1896,13072,8864,-16384,1064,832,-3232,15564,7268,-1908,17256,4388
-2552,13096,8424,-17400,1164,752,-3640,16160,5588,-3168,17332,2576
-2480,12948,8160,-16264,1328,-92,-4248,15796,4136,-2136,16552,912
-2116,13512,8036,-16440,2628,328,-1396,17108,3636,-1072,17708,-1604
-1848,13900,7780,-16948,4608,-124,-2588,17664,4892,-3212,18980,3792
-1464,13776,7748,-14528,3992,1504,-2320,15804,8200,-1976,11572,4852
-1840,13436,8128,-15908,3624,2852,-720,16256,10876,760,17528,9268
-1492,13772,7956,-15268,4056,5556,-3588,12824,11708,-2872,15068,12176
-1304,13424,8236,-14220,1748,6812,-1360,8744,14288,68,9588,12720
-1212,13684,8384,-12216,1732,8640,-2152,4944,15840,-1400,5600,16600
-1440,13348,8012,-12160,-136,11532,-504,-580,15884,988,-40,14232
-1420,13572,8472,-9984,-756,11740,-1088,-3392,14524,572,-4464,14944
-1732,12908,9012,-7988,-1068,14284,-20,-8312,12448,520,-8872,7436
-2088,13492,8376,-5496,-1188,14728,148,-12048,9604,1792,-13136,3248
