-1852,5768,13904,2280,-12896,8112,-16248,-2112,-908,-12768,-4224,7060
-1936,5780,13972,2428,-12772,7764,-16072,-1512,-952,-12664,-3620,7236
-1500,5928,13968,2356,-13052,8108,-17248,-1596,-1064,-14424,-3684,8168
-1696,5784,13868,3640,-12900,7596,-16112,-2420,-976,-12624,-4396,6452
-1220,5960,14068,3124,-12948,8264,-16292,-4912,-620,-13280,-6972,6900
-1380,5828,14016,2696,-12876,8492,-17392,-7168,-548,-14704,-9524,6412
-1944,5880,13756,3160,-13240,7488,-13316,-8972,-1192,-11444,-9404,4392
-2036,5924,14212,2272,-14128,5432,-8492,-10832,-1660,-5156,-10156,104
-2132,5428,14268,3292,-13980,6108,-7052,-14072,-1664,-3580,-13820,-1424
-2088,5704,13812,2728,-13952,6936,-4452,-15972,-1748,-8612,-13740,-2624
-2104,5448,14016,248,-14236,4932,-1632,-14824,-376,-656,-13672,-4020
-2432,5640,13956,732,-14032,5912,816,-15572,428,1992,-14004,-4868
-3088,5520,14072,516,-15020,4460,1544,-15604,1204,3904,-14388,-6064
-3232,5740,13668,-508,-14140,968,5160,-13568,1724,19960,-6716,-5256
-3060,5460,13988,-1036,-14464,5600,7720,-15032,2948,11800,-11008,-8680
-2952,5856,14032,-1188,-14076,5836,5908,-14540,2820,9328,-11652,-7740
-2908,5988,14088,-1416,-14228,5888,4996,-14608,3308,9592,-12064,-8116
-3044,6028,13940,-900,-13976,6400,3616,-14696,2888,6656,-12940,-7836
-2656,5672,13740,92,-14188,6628,1376,-15584,3092,5872,-14128,-4212
-2860,5688,13592,-852,-13936,5444,-1280,-14964,1764,2320,-14280,-3192
-2504,5528,13844,-820,-14248,5072,-2884,-13960,2316,2516,-13408,-2424
-2520,5912,13976,524,-14136,6792,-6864,-13796,1048,-1148,-13916,-660
-2728,6024,13644,1988,-13524,7556,-9004,-13076,508,-7744,-13140,1460
-2428,6144,13748,2068,-13824,7028,-12436,-9804,-1328,-11328,-10404,2380
-2196,6052,13932,2556,-13632,6712,-13560,-7588,-1828,-10876,-9008,1736
-2280,5932,13656,3128,-13316,6964,-15588,-6412,-2076,-12296,-7908,4624
-2192,5856,13936,3236,-13132,6840,-14724,-4292,-880,-10616,-6408,5480
-1904,5992,13760,2408,-13668,7944,-16064,-3524,-1396,-12780,-5856,6236
-1984,6112,13984,2184,-13356,7660,-16588,-1888,-1440,-14212,-4536,6968
-1748,5948,13868,2596,-12924,8348,-16252,-1364,-1360,-12476,-4264,6144
-1916,6520,13612,3300,-12656,7808,-16828,2120,-1840,-14320,596,7508
-1816,6148,13876,3660,-12308,8548,-16060,1208,-1912,-13040,92,6748
-1724,6284,13684,2948,-12264,8712,-16912,1088,-1448,-14468,-92,7680
-2136,6064,13696,3908,-12296,8504,-17312,128,-1356,-14444,-1040,7840
-1852,6216,13828,3916,-12800,7740,-16268,-2324,-1360,-13896,-3236,8300
-1868,6356,13884,3948,-12868,7268,-14656,-5116,-1512,-10892,-5612,6324
-1820,6260,13900,3644,-13020,7332,-13728,-8016,-1060,-10252,-8976,5304
-1788,6356,13192,4448,-12968,7016,-11444,-10348,-1088,-7992,-10548,3048
-2024,6604,13836,3508,-13312,7848,-10060,-13112,-2460,-10288,-12280,1348
-2016,6176,14004,3552,-13464,5440,-6044,-13532,-924,-4220,-13644,-144
-2236,5920,12764,2172,-14376,6344,-3572,-14888,-356,-2924,-13988,-916
-2092,6268,13828,972,-13996,5656,-2112,-15400,968,824,-15392,-1484
-2252,6128,13632,1256,-13788,6804,-92,-16048,612,324,-15412,-3116
-2652,6652,13396,1048,-14152,6744,1896,-15756,788,2528,-15592,-4248
-2480,6352,13572,-148,-13752,6784,3252,-15572,1700,4328,-15348,-3440
-2364,6820,13632,280,-13656,6764,3988,-14916,2040,5980,-14412,-3928
-2764,6828,13372,908,-13804,6324,5544,-14568,1408,7636,-14312,-6432
-2328,6680,13680,-1012,-13808,5720,7096,-14432,680,5648,-21028,-7756
